name,address,rating,review_count
Mamma Mia Churrascaria Sàrl,"Rue de l'Industrie 63, 1030 Bussigny",4.5,4
Traiteur Ali Baba Kebab,"Rue de Lausanne 5, 1030 Bussigny",,0
Chez Gygy,"Rue de l'Industrie 49, 1030 Bussigny",,0
Hôtel de Ville,"Rue de Lausanne 1, 1030 Bussigny",,0
Nema Café,"Blvd de l'Arc-en-Ciel 1, 1030 Bussigny",,0
Pizzeria Sole Luna,"Chemin du Vallon 1, 1030 Bussigny",,0
Restaurant Alentejo,"Rue de l'Industrie 66, 1030 Bussigny",,0
Restaurant-Pizzeria La Terrasse,"Rue de Lausanne 9, 1030 Bussigny",,0
Restaurant Vivaldi,"Blvd de l'Arc-en-Ciel 1, 1030 Bussigny",,0
Sel & Braise steakhouse,"Rue de l'Industrie 50, 1030 Bussigny",,0
Stamm,"Route de la Chaux 4, 1030 Bussigny",,0
Chalet du Cret Blanc,1342 Le Pont,,0
